scenario,frame,frame_ms,fps_monitor,process_ms,memory_mib,nodes,draw_objects,draw_primitives,draw_calls
nord_96x_war_drag,19,227.7930,5.00,241.0150,107.7078,5,10530,294808,1736
nord_96x_war_drag,20,178.2050,5.00,241.0150,107.7091,5,10530,294808,1734
nord_96x_war_drag,21,184.9700,4.00,227.5940,107.7105,5,10530,294808,1734
nord_96x_war_drag,22,199.8250,4.00,227.5940,107.7137,5,10530,294808,1736
nord_96x_rapid_zoom_100,0,231.5540,4.00,227.5940,107.6965,5,8860,293160,1743
nord_96x_rapid_zoom_100,1,280.5290,4.00,227.5940,107.6989,5,10532,294812,1736
nord_96x_rapid_zoom_100,2,197.8550,8.00,280.0220,107.7022,5,8860,293160,1743
nord_96x_rapid_zoom_100,3,192.5360,8.00,280.0220,107.7018,5,10532,294812,1736
nord_96x_rapid_zoom_100,4,206.7420,8.00,280.0220,107.7035,5,8860,293160,1741
nord_96x_rapid_zoom_100,5,186.7610,8.00,280.0220,107.7049,5,10532,294812,1736
nord_96x_rapid_zoom_100,6,174.7130,8.00,280.0220,107.7064,5,8860,293160,1741
nord_96x_rapid_zoom_100,7,197.6690,5.00,206.5560,107.7078,5,10536,294820,1737
nord_96x_rapid_zoom_100,8,184.0780,5.00,206.5560,107.7114,5,8860,293160,1740
nord_96x_rapid_zoom_100,9,189.5120,5.00,206.5560,107.7110,5,10536,294820,1737
nord_96x_rapid_zoom_100,10,195.4250,5.00,206.5560,107.7124,5,8860,293160,1740
nord_96x_rapid_zoom_100,11,181.2590,5.00,206.5560,107.7138,5,10536,294820,1737
nord_96x_rapid_zoom_100,12,185.3250,5.00,195.3130,107.7155,5,8860,293160,1740
nord_96x_rapid_zoom_100,13,171.6270,5.00,195.3130,107.7170,5,10536,294820,1737
nord_96x_rapid_zoom_100,14,170.1270,5.00,195.3130,107.7202,5,8860,293160,1740
nord_96x_rapid_zoom_100,15,165.9920,5.00,195.3130,107.7198,5,10539,294826,1738
nord_96x_rapid_zoom_100,16,171.4220,5.00,195.3130,107.7218,5,8860,293160,1743
nord_96x_rapid_zoom_100,17,168.3720,5.00,195.3130,107.7232,5,10539,294826,1738
nord_96x_rapid_zoom_100,18,184.5120,6.00,184.3480,107.7248,5,8860,293160,1743
nord_96x_rapid_zoom_100,19,183.3710,6.00,184.3480,107.7264,5,10539,294826,1738
nord_96x_rapid_zoom_100,20,210.1130,6.00,184.3480,107.7278,5,8860,293160,1741
nord_96x_rapid_zoom_100,21,254.4460,6.00,184.3480,107.7291,5,10539,294826,1738
nord_96x_rapid_zoom_100,22,210.4670,6.00,184.3480,107.7305,5,8860,293160,1741
nord_96x_rapid_zoom_100,23,209.4560,5.00,254.1960,107.7346,5,10539,294826,1738
nord_96x_rapid_zoom_100,24,227.9670,5.00,254.1960,107.7360,5,8866,293172,1741
nord_96x_rapid_zoom_100,25,272.6010,5.00,254.1960,107.7392,5,10539,294826,1738
nord_96x_rapid_zoom_100,26,188.7240,5.00,254.1960,107.7388,5,8866,293172,1741
nord_96x_rapid_zoom_100,27,228.8530,4.00,272.3810,107.7405,5,10539,294826,1738
nord_96x_rapid_zoom_100,28,189.5080,4.00,272.3810,107.7422,5,8863,293166,1740
nord_96x_rapid_zoom_100,29,164.9530,4.00,272.3810,107.7435,5,10539,294826,1738
nord_96x_rapid_zoom_100,30,231.4320,4.00,272.3810,107.7467,5,8863,293166,1740
nord_96x_rapid_zoom_100,31,202.5180,4.00,272.3810,107.7463,5,10539,294826,1738
nord_96x_rapid_zoom_100,32,191.8640,5.00,231.0300,107.7477,5,8863,293166,1742
nord_96x_rapid_zoom_100,33,229.4100,5.00,231.0300,107.7491,5,10539,294826,1738
nord_96x_rapid_zoom_100,34,221.8930,5.00,231.0300,107.7504,5,8863,293166,1742
nord_96x_rapid_zoom_100,35,170.0220,5.00,231.0300,107.7536,5,10539,294826,1738
nord_96x_rapid_zoom_100,36,266.0520,5.00,231.0300,107.7532,5,8863,293166,1742
nord_96x_rapid_zoom_100,37,205.1610,5.00,265.8570,107.7546,5,10539,294826,1738
nord_96x_rapid_zoom_100,38,219.8660,5.00,265.8570,107.7560,5,8863,293166,1742
nord_96x_rapid_zoom_100,39,208.5840,5.00,265.8570,107.7574,5,10539,294826,1738
nord_96x_rapid_zoom_100,40,212.4780,5.00,265.8570,107.7606,5,8866,293172,1743
nord_96x_rapid_zoom_100,41,181.2010,4.00,219.5510,107.7607,5,10539,294826,1738
nord_96x_rapid_zoom_100,42,230.8550,4.00,219.5510,107.7625,5,8866,293172,1743
nord_96x_rapid_zoom_100,43,199.0650,4.00,219.5510,107.7639,5,10539,294826,1738
nord_96x_rapid_zoom_100,44,202.5720,4.00,219.5510,107.7654,5,8866,293172,1741
nord_96x_rapid_zoom_100,45,260.5800,4.00,219.5510,107.7686,5,10539,294826,1738
nord_96x_rapid_zoom_100,46,279.7230,5.00,279.6370,107.7682,5,8866,293172,1741
nord_96x_rapid_zoom_100,47,216.4550,5.00,279.6370,107.7695,5,10539,294826,1738
nord_96x_rapid_zoom_100,48,174.6930,5.00,279.6370,107.7712,5,8869,293178,1742
nord_96x_rapid_zoom_100,49,176.6580,5.00,279.6370,107.7724,5,10539,294826,1738
nord_96x_rapid_zoom_100,50,187.2540,5.00,279.6370,107.7757,5,8869,293178,1742
nord_96x_rapid_zoom_100,51,185.5060,5.00,216.2480,107.7751,5,10539,294826,1738
nord_96x_rapid_zoom_100,52,167.4580,5.00,216.2480,107.7767,5,8869,293178,1744
nord_96x_rapid_zoom_100,53,210.0570,5.00,216.2480,107.7779,5,10539,294826,1738
nord_96x_rapid_zoom_100,54,260.1500,5.00,216.2480,107.7795,5,8869,293178,1744
nord_96x_rapid_zoom_100,55,210.2790,5.00,216.2480,107.7807,5,10539,294826,1738
nord_96x_rapid_zoom_100,56,187.7970,5.00,259.9640,107.7822,5,8869,293178,1744
nord_96x_rapid_zoom_100,57,197.7510,5.00,259.9640,107.7834,5,10539,294826,1738
nord_96x_rapid_zoom_100,58,205.2480,5.00,259.9640,107.7850,5,8869,293178,1744
nord_96x_rapid_zoom_100,59,253.2790,5.00,259.9640,107.7862,5,10539,294826,1738
nord_96x_rapid_zoom_100,60,226.3660,4.00,253.1490,107.7895,5,8869,293178,1742
nord_96x_rapid_zoom_100,61,203.5140,4.00,253.1490,107.7889,5,10539,294826,1738
nord_96x_rapid_zoom_100,62,180.7820,4.00,253.1490,107.7912,5,8869,293178,1742
nord_96x_rapid_zoom_100,63,167.0380,4.00,253.1490,107.7931,5,10539,294826,1738
nord_96x_rapid_zoom_100,64,198.7350,4.00,253.1490,107.7947,5,8869,293178,1742
nord_96x_rapid_zoom_100,65,219.5310,4.00,253.1490,107.7959,5,10539,294826,1738
nord_96x_rapid_zoom_100,66,228.1090,6.00,227.8990,107.7993,5,8869,293178,1742
nord_96x_rapid_zoom_100,67,236.6930,6.00,227.8990,107.7986,5,10539,294826,1738
nord_96x_rapid_zoom_100,68,193.0340,6.00,227.8990,107.8002,5,8869,293178,1744
nord_96x_rapid_zoom_100,69,237.6240,6.00,227.8990,107.8014,5,10539,294826,1738
nord_96x_rapid_zoom_100,70,190.3120,4.00,237.3840,107.8030,5,8869,293178,1744
nord_96x_rapid_zoom_100,71,231.2400,4.00,237.3840,107.8060,5,10539,294826,1738
nord_96x_rapid_zoom_100,72,254.3040,4.00,237.3840,107.8058,5,8869,293178,1744
nord_96x_rapid_zoom_100,73,223.9900,4.00,237.3840,107.8069,5,10539,294826,1738
nord_96x_rapid_zoom_100,74,256.1320,4.00,255.9700,107.8085,5,8869,293178,1744
nord_96x_rapid_zoom_100,75,235.4360,4.00,255.9700,107.8097,5,10539,294826,1738
nord_96x_rapid_zoom_100,76,214.6710,4.00,255.9700,107.8131,5,8872,293184,1743
nord_96x_rapid_zoom_100,77,255.4010,4.00,255.9700,107.8125,5,10539,294826,1738
nord_96x_rapid_zoom_100,78,282.2710,4.00,255.9700,107.8140,5,8872,293184,1743
nord_96x_rapid_zoom_100,79,221.8130,5.00,282.0720,107.8152,5,10539,294826,1738
nord_96x_rapid_zoom_100,80,216.1330,5.00,282.0720,107.8168,5,8872,293184,1743
nord_96x_rapid_zoom_100,81,178.8300,5.00,282.0720,107.8198,5,10539,294826,1738
nord_96x_rapid_zoom_100,82,231.1650,5.00,282.0720,107.8196,5,8872,293184,1743
nord_96x_rapid_zoom_100,83,187.9420,4.00,231.0440,107.8207,5,10539,294826,1738
nord_96x_rapid_zoom_100,84,219.0190,4.00,231.0440,107.8223,5,8872,293184,1745
nord_96x_rapid_zoom_100,85,263.1210,4.00,231.0440,107.8235,5,10539,294826,1738
nord_96x_rapid_zoom_100,86,190.2580,4.00,231.0440,107.8269,5,8872,293184,1745
nord_96x_rapid_zoom_100,87,203.7430,4.00,231.0440,107.8263,5,10539,294826,1738
nord_96x_rapid_zoom_100,88,191.4060,5.00,263.0220,107.8281,5,8879,293198,1748
nord_96x_rapid_zoom_100,89,220.8670,5.00,263.0220,107.8293,5,10539,294826,1738
nord_96x_rapid_zoom_100,90,192.9200,5.00,263.0220,107.8309,5,8879,293198,1748
nord_96x_rapid_zoom_100,91,217.2670,5.00,263.0220,107.8338,5,10539,294826,1738
nord_96x_rapid_zoom_100,92,206.3920,5.00,263.0220,107.8339,5,8879,293198,1746
nord_96x_rapid_zoom_100,93,192.5490,5.00,220.7570,107.8362,5,10539,294826,1738
nord_96x_rapid_zoom_100,94,195.0940,5.00,220.7570,107.8388,5,8879,293198,1746
nord_96x_rapid_zoom_100,95,200.9190,5.00,220.7570,107.8400,5,10539,294826,1738
nord_96x_rapid_zoom_100,96,234.6710,5.00,220.7570,107.8435,5,8879,293198,1746
nord_96x_rapid_zoom_100,97,180.5980,4.00,234.4170,107.8428,5,10539,294826,1738
nord_96x_rapid_zoom_100,98,211.1870,4.00,234.4170,107.8444,5,8879,293198,1746
nord_96x_rapid_zoom_100,99,211.1270,4.00,234.4170,107.8456,5,10539,294826,1738
